route_number,origin,destination,stop_sequence,stop_name
46,Bhubaneswar Rly. Stn.,Nandankanan,5,Satya Nagar Square
46,Bhubaneswar Rly. Stn.,Nandankanan,6,Satya Nagar
46,Bhubaneswar Rly. Stn.,Nandankanan,7,Maharshi College Square
46,Bhubaneswar Rly. Stn.,Nandankanan,8,Rupali Square
46,Bhubaneswar Rly. Stn.,Nandankanan,9,RD Women's College
46,Bhubaneswar Rly. Stn.,Nandankanan,10,Vani Vihar Square
46,Bhubaneswar Rly. Stn.,Nandankanan,11,Satsangha Vihar
46,Bhubaneswar Rly. Stn.,Nandankanan,12,VSS Nagar Road
46,Bhubaneswar Rly. Stn.,Nandankanan,13,Rasulgarh Square
46,Bhubaneswar Rly. Stn.,Nandankanan,14,Palasuni
46,Bhubaneswar Rly. Stn.,Nandankanan,15,Saptasati Temple
46,Bhubaneswar Rly. Stn.,Nandankanan,16,Hi-Tech Hospital Square
46,Bhubaneswar Rly. Stn.,Nandankanan,17,Mancheswar Road
46,Bhubaneswar Rly. Stn.,Nandankanan,18,Manchanth Temple
46,Bhubaneswar Rly. Stn.,Nandankanan,19,Mancheswar Village
46,Bhubaneswar Rly. Stn.,Nandankanan,20,Gyan Bharati College
46,Bhubaneswar Rly. Stn.,Nandankanan,21,Jaripatna
46,Bhubaneswar Rly. Stn.,Nandankanan,22,Ramagada Sahi
46,Bhubaneswar Rly. Stn.,Nandankanan,23,Maruti Mandap
46,Bhubaneswar Rly. Stn.,Nandankanan,24,Bada Dhia Sahi
46,Bhubaneswar Rly. Stn.,Nandankanan,25,Kalayanpur
46,Bhubaneswar Rly. Stn.,Nandankanan,26,Benagadia
46,Bhubaneswar Rly. Stn.,Nandankanan,27,Gandarpur High School Chhak
46,Bhubaneswar Rly. Stn.,Nandankanan,28,Majhi Sahi
46,Bhubaneswar Rly. Stn.,Nandankanan,29,Gandarpur
46,Bhubaneswar Rly. Stn.,Nandankanan,30,Khairapada
46,Bhubaneswar Rly. Stn.,Nandankanan,31,Bada Balipada
46,Bhubaneswar Rly. Stn.,Nandankanan,32,Kendupatna
46,Bhubaneswar Rly. Stn.,Nandankanan,33,Kanpur Chhak
46,Bhubaneswar Rly. Stn.,Nandankanan,34,Sribantapur
46,Bhubaneswar Rly. Stn.,Nandankanan,35,Kantapatna
46,Bhubaneswar Rly. Stn.,Nandankanan,36,Barang Block
46,Bhubaneswar Rly. Stn.,Nandankanan,37,Barang Police Station
46,Bhubaneswar Rly. Stn.,Nandankanan,38,Barang
46,Bhubaneswar Rly. Stn.,Nandankanan,39,Nandankanan
46,Bhubaneswar Rly. Stn.,Nandankanan,40,Nandankanan High School
47,IGKC Hospital,"SCB Medical, Cuttack",1,IGKC Hospital
47,IGKC Hospital,"SCB Medical, Cuttack",2,Sum Hospital
47,IGKC Hospital,"SCB Medical, Cuttack",3,Shyampur
47,IGKC Hospital,"SCB Medical, Cuttack",4,Ayurveda College
47,IGKC Hospital,"SCB Medical, Cuttack",5,Kalinga Studio Square
47,IGKC Hospital,"SCB Medical, Cuttack",6,Agriculture Directorate
47,IGKC Hospital,"SCB Medical, Cuttack",7,Jagannath Vihar
47,IGKC Hospital,"SCB Medical, Cuttack",8,Rental Colony
47,IGKC Hospital,"SCB Medical, Cuttack",9,Government High School (CRP)
47,IGKC Hospital,"SCB Medical, Cuttack",10,VIP Colony
47,IGKC Hospital,"SCB Medical, Cuttack",11,IRC Village
47,IGKC Hospital,"SCB Medical, Cuttack",12,ICSI House
47,IGKC Hospital,"SCB Medical, Cuttack",13,Ekamra Park
47,IGKC Hospital,"SCB Medical, Cuttack",14,Salia Sahi Chhak
47,IGKC Hospital,"SCB Medical, Cuttack",15,Mayfair Road
47,IGKC Hospital,"SCB Medical, Cuttack",16,Jaydev Vihar Square
47,IGKC Hospital,"SCB Medical, Cuttack",17,Pal Heights
47,IGKC Hospital,"SCB Medical, Cuttack",18,Mayfair Road
47,IGKC Hospital,"SCB Medical, Cuttack",19,Janata Maidan
47,IGKC Hospital,"SCB Medical, Cuttack",20,Xavier Square
47,IGKC Hospital,"SCB Medical, Cuttack",21,Fortune Tower
47,IGKC Hospital,"SCB Medical, Cuttack",22,Kalinga Hospital Square
47,IGKC Hospital,"SCB Medical, Cuttack",23,Rail Sadan
47,IGKC Hospital,"SCB Medical, Cuttack",24,Omfed Square
47,IGKC Hospital,"SCB Medical, Cuttack",25,Niladri Vihar Square
47,IGKC Hospital,"SCB Medical, Cuttack",26,Damana Square
47,IGKC Hospital,"SCB Medical, Cuttack",27,Chandrashekharpur P.S
47,IGKC Hospital,"SCB Medical, Cuttack",28,Patia Square
47,IGKC Hospital,"SCB Medical, Cuttack",29,Koel Campus
47,IGKC Hospital,"SCB Medical, Cuttack",30,Kanan Vihar Phase 2
47,IGKC Hospital,"SCB Medical, Cuttack",31,KIIT Square
47,IGKC Hospital,"SCB Medical, Cuttack",32,Sikharchandi Vihar
47,IGKC Hospital,"SCB Medical, Cuttack",33,Nandan Vihar
47,IGKC Hospital,"SCB Medical, Cuttack",34,Mani Tribhuvan
47,IGKC Hospital,"SCB Medical, Cuttack",35,Royal Lagoon
47,IGKC Hospital,"SCB Medical, Cuttack",36,Raghunathpur
47,IGKC Hospital,"SCB Medical, Cuttack",37,Raghunathpur Village
47,IGKC Hospital,"SCB Medical, Cuttack",38,Dauladei Temple
47,IGKC Hospital,"SCB Medical, Cuttack",39,Nandankanan High School
47,IGKC Hospital,"SCB Medical, Cuttack",40,Nandankanan
47,IGKC Hospital,"SCB Medical, Cuttack",41,Barang
47,IGKC Hospital,"SCB Medical, Cuttack",42,Barang Police Station
47,IGKC Hospital,"SCB Medical, Cuttack",43,Bachhipur
47,IGKC Hospital,"SCB Medical, Cuttack",44,Madhuban
47,IGKC Hospital,"SCB Medical, Cuttack",45,Trisulia Square
47,IGKC Hospital,"SCB Medical, Cuttack",46,Kunheipara
47,IGKC Hospital,"SCB Medical, Cuttack",47,Judicial Academy
47,IGKC Hospital,"SCB Medical, Cuttack",48,Sishu Bhawan
47,IGKC Hospital,"SCB Medical, Cuttack",49,High Court Road
47,IGKC Hospital,"SCB Medical, Cuttack",50,Cuttack Sai Temple
47,IGKC Hospital,"SCB Medical, Cuttack",51,Puri Ghat Police Station
47,IGKC Hospital,"SCB Medical, Cuttack",52,City College (Cuttack)
47,IGKC Hospital,"SCB Medical, Cuttack",53,Khannagar Traffic
47,IGKC Hospital,"SCB Medical, Cuttack",54,Badambadi Square
47,IGKC Hospital,"SCB Medical, Cuttack",55,Badambadi Bus Stand
47,IGKC Hospital,"SCB Medical, Cuttack",56,Pala Mandap
47,IGKC Hospital,"SCB Medical, Cuttack",57,Arundoya Market
47,IGKC Hospital,"SCB Medical, Cuttack",58,Nishamani Talkies
47,IGKC Hospital,"SCB Medical, Cuttack",59,Link Road
47,IGKC Hospital,"SCB Medical, Cuttack",60,Samrat Cinema
47,IGKC Hospital,"SCB Medical, Cuttack",61,OMP Square
47,IGKC Hospital,"SCB Medical, Cuttack",62,Cuttack Railway Station
47,IGKC Hospital,"SCB Medical, Cuttack",63,Ravenshaw University
47,IGKC Hospital,"SCB Medical, Cuttack",64,Ranihat Durga Mandap
47,IGKC Hospital,"SCB Medical, Cuttack",65,Balaji Hospital
47,IGKC Hospital,"SCB Medical, Cuttack",66,SCB Medical
47,IGKC Hospital,"SCB Medical, Cuttack",67,Settlement Office
48,Khordha New Bus Stand,"Jagatpur, Cuttack",1,Khordha New Bus Stand
48,Khordha New Bus Stand,"Jagatpur, Cuttack",2,Pallahata Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",3,Old Collector Office
48,Khordha New Bus Stand,"Jagatpur, Cuttack",4,DRDA
48,Khordha New Bus Stand,"Jagatpur, Cuttack",5,Gada Khordha
48,Khordha New Bus Stand,"Jagatpur, Cuttack",6,Barunei Pitha
48,Khordha New Bus Stand,"Jagatpur, Cuttack",7,UPHC
48,Khordha New Bus Stand,"Jagatpur, Cuttack",8,PN College
48,Khordha New Bus Stand,"Jagatpur, Cuttack",9,Khordha Bypass Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",10,Pitapalli Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",11,Viswass
48,Khordha New Bus Stand,"Jagatpur, Cuttack",12,Bhubaneswar Engg. College
48,Khordha New Bus Stand,"Jagatpur, Cuttack",13,Mahavir Group of Institutions
48,Khordha New Bus Stand,"Jagatpur, Cuttack",14,Paniora
48,Khordha New Bus Stand,"Jagatpur, Cuttack",15,NIIS Group of Institutions
48,Khordha New Bus Stand,"Jagatpur, Cuttack",16,Chatabar
48,Khordha New Bus Stand,"Jagatpur, Cuttack",17,Biju Patnaik Open Air Ashram
48,Khordha New Bus Stand,"Jagatpur, Cuttack",18,Mendhasal
48,Khordha New Bus Stand,"Jagatpur, Cuttack",19,Community Health Centre
48,Khordha New Bus Stand,"Jagatpur, Cuttack",20,OPTCL Grid Sub Station
48,Khordha New Bus Stand,"Jagatpur, Cuttack",21,Giringaput
48,Khordha New Bus Stand,"Jagatpur, Cuttack",22,Adurta Sishu Sadan
48,Khordha New Bus Stand,"Jagatpur, Cuttack",23,Kateni
48,Khordha New Bus Stand,"Jagatpur, Cuttack",24,Kantabada Bazar
48,Khordha New Bus Stand,"Jagatpur, Cuttack",25,Sparsh Hospital
48,Khordha New Bus Stand,"Jagatpur, Cuttack",26,Godibari Nature Camp
48,Khordha New Bus Stand,"Jagatpur, Cuttack",27,Godibari Village
48,Khordha New Bus Stand,"Jagatpur, Cuttack",28,Bhola Square- ASBM
48,Khordha New Bus Stand,"Jagatpur, Cuttack",29,Dalua Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",30,Kujimahal Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",31,Nalanda Inst. of Tech.
48,Khordha New Bus Stand,"Jagatpur, Cuttack",32,Chandaka Market
48,Khordha New Bus Stand,"Jagatpur, Cuttack",33,Chandaka
48,Khordha New Bus Stand,"Jagatpur, Cuttack",34,Chandaka College
48,Khordha New Bus Stand,"Jagatpur, Cuttack",35,SOG
48,Khordha New Bus Stand,"Jagatpur, Cuttack",36,Shyamsundarpur
48,Khordha New Bus Stand,"Jagatpur, Cuttack",37,Daruthenga
48,Khordha New Bus Stand,"Jagatpur, Cuttack",38,Daruthenga School
48,Khordha New Bus Stand,"Jagatpur, Cuttack",39,Jujhagada
48,Khordha New Bus Stand,"Jagatpur, Cuttack",40,Bhalunka Road
48,Khordha New Bus Stand,"Jagatpur, Cuttack",41,Orissa Diesel
48,Khordha New Bus Stand,"Jagatpur, Cuttack",42,Madhuban
48,Khordha New Bus Stand,"Jagatpur, Cuttack",43,Trisulia Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",44,Kunheipara
48,Khordha New Bus Stand,"Jagatpur, Cuttack",45,Judicial Academy
48,Khordha New Bus Stand,"Jagatpur, Cuttack",46,Sishu Bhawan
48,Khordha New Bus Stand,"Jagatpur, Cuttack",47,High Court Road
48,Khordha New Bus Stand,"Jagatpur, Cuttack",48,Cuttack Sai Temple
48,Khordha New Bus Stand,"Jagatpur, Cuttack",49,Puri Ghat Police Station
48,Khordha New Bus Stand,"Jagatpur, Cuttack",50,City College
48,Khordha New Bus Stand,"Jagatpur, Cuttack",51,Khannagar Traffic
48,Khordha New Bus Stand,"Jagatpur, Cuttack",52,Badambadi Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",53,Badambadi Bus Stand
48,Khordha New Bus Stand,"Jagatpur, Cuttack",54,Pala Mandap
48,Khordha New Bus Stand,"Jagatpur, Cuttack",55,Arundoya Market
48,Khordha New Bus Stand,"Jagatpur, Cuttack",56,Nishamani Talkies
48,Khordha New Bus Stand,"Jagatpur, Cuttack",57,Link Road
48,Khordha New Bus Stand,"Jagatpur, Cuttack",58,Samrat Cinema
48,Khordha New Bus Stand,"Jagatpur, Cuttack",59,OMP Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",60,Gandarpur
48,Khordha New Bus Stand,"Jagatpur, Cuttack",61,Jungle View
48,Khordha New Bus Stand,"Jagatpur, Cuttack",62,Barang Sitaram Bazar
48,Khordha New Bus Stand,"Jagatpur, Cuttack",63,Shikharpur
48,Khordha New Bus Stand,"Jagatpur, Cuttack",64,Barang Square
48,Khordha New Bus Stand,"Jagatpur, Cuttack",65,Jagatpur
48,Khordha New Bus Stand,"Jagatpur, Cuttack",66,Barang Police Station
48,Khordha New Bus Stand,"Jagatpur, Cuttack",67,Bachhipur
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,1,Bhubaneswar Rly. Stn.
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,2,Master Canteen
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,3,Ashok Nagar
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,4,Raj Mahal Square
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,5,Kalpana Square
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,6,State Museum
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,7,BJB College
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,8,NCC Canteen
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,9,Shree Hospital
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,10,Ravi Talkies
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,11,Kedar Gouri Temple
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,12,Gouri Nagar
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,13,Lingraj Temple Road
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,14,Samantarapur
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,15,Nuagaon
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,16,Sishupalgarh
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,17,Lingipur
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,18,Sri Sri Borda Hospital
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,19,Nathapur
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,20,Dhauli Square
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,21,Bali Sahi
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,22,Uttara Square
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,23,CIFA
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,24,KEC College
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,25,Gudia Pokhari Square
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,26,Siula
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,27,Gobardhanpur
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,28,Jaishpatna Chowk
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,29,Pipili Bypass
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,30,Pipili Nimapada Chowk
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,31,Pipili P.S.
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,32,Pipili Market
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,33,Pipili College Chhak
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,34,Jaypursidi
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,35,Delanga Chhak
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,36,Danagohiri Sqr
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,37,Bajpoi Market
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,38,Nuagan
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,39,Arisala Square
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,40,Khelaura
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,41,Bramhana Taraboi
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,42,Oda Taraboi
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,43,Delanga Bazar
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,44,Beraboi
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,45,Delanga Railway Station
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,46,Manijipur
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,47,Ramachandrapur
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,48,Puruna Delanga
49,Bhubaneswar Rly. Stn.,Delanga Railway Station,49,Delanga Hata
50,Bhubaneswar Railway Station,Puri Bus Stand,1,Bhubaneswar Railway Station
50,Bhubaneswar Railway Station,Puri Bus Stand,2,Raj Mahal Square
50,Bhubaneswar Railway Station,Puri Bus Stand,3,State Museum
50,Bhubaneswar Railway Station,Puri Bus Stand,4,Ravi Talkies
50,Bhubaneswar Railway Station,Puri Bus Stand,5,Dhauli Square
50,Bhubaneswar Railway Station,Puri Bus Stand,6,Uttara Square
50,Bhubaneswar Railway Station,Puri Bus Stand,7,Pipili Bypass
50,Bhubaneswar Railway Station,Puri Bus Stand,8,Satasankha
50,Bhubaneswar Railway Station,Puri Bus Stand,9,Sakhigopal
50,Bhubaneswar Railway Station,Puri Bus Stand,10,Chandanpur Bazar
50,Bhubaneswar Railway Station,Puri Bus Stand,11,Malatipatpur
50,Bhubaneswar Railway Station,Puri Bus Stand,12,Puri Bus Stand
51,Baramunda BSABT,Puri Bus Stand,1,Baramunda BSABT
51,Baramunda BSABT,Puri Bus Stand,2,Rajdhani College
51,Baramunda BSABT,Puri Bus Stand,3,Fire Station Square
51,Baramunda BSABT,Puri Bus Stand,4,CRPF Square
51,Baramunda BSABT,Puri Bus Stand,5,NABARD
51,Baramunda BSABT,Puri Bus Stand,6,IMMT
51,Baramunda BSABT,Puri Bus Stand,7,Acharya Vihar Square
51,Baramunda BSABT,Puri Bus Stand,8,Vani Vihar Square
51,Baramunda BSABT,Puri Bus Stand,9,Rasulgarh Square
51,Baramunda BSABT,Puri Bus Stand,10,Bomikhal
51,Baramunda BSABT,Puri Bus Stand,11,Jharpada
51,Baramunda BSABT,Puri Bus Stand,12,Laxmi Sagar Square
51,Baramunda BSABT,Puri Bus Stand,13,Old Station Bazaar (Rly. Stn.)
51,Baramunda BSABT,Puri Bus Stand,14,Kalpana Square
51,Baramunda BSABT,Puri Bus Stand,15,State Museum
51,Baramunda BSABT,Puri Bus Stand,16,Ravi Talkies
51,Baramunda BSABT,Puri Bus Stand,17,Lingraj Temple Road
51,Baramunda BSABT,Puri Bus Stand,18,Mahavir Chowk
51,Baramunda BSABT,Puri Bus Stand,19,Samantarapur
51,Baramunda BSABT,Puri Bus Stand,20,Nuagaon
51,Baramunda BSABT,Puri Bus Stand,21,Lingipur
51,Baramunda BSABT,Puri Bus Stand,22,Dhauli Square
51,Baramunda BSABT,Puri Bus Stand,23,Bali Sahi
51,Baramunda BSABT,Puri Bus Stand,24,Uttara Square
51,Baramunda BSABT,Puri Bus Stand,25,CIFA
51,Baramunda BSABT,Puri Bus Stand,26,KEC College
51,Baramunda BSABT,Puri Bus Stand,27,Gudia Pokhari Square
51,Baramunda BSABT,Puri Bus Stand,28,Hi-Tech Heaven
51,Baramunda BSABT,Puri Bus Stand,29,Lordsway Apartment
51,Baramunda BSABT,Puri Bus Stand,30,Gobardhanpur
51,Baramunda BSABT,Puri Bus Stand,31,Jhinkirimal
51,Baramunda BSABT,Puri Bus Stand,32,Jaishpatna Chowk
51,Baramunda BSABT,Puri Bus Stand,33,Pipili Bypass
51,Baramunda BSABT,Puri Bus Stand,34,Pipili Over Bridge Square
51,Baramunda BSABT,Puri Bus Stand,35,Danda Mukundapur Bypass
51,Baramunda BSABT,Puri Bus Stand,36,Mangalpur
51,Baramunda BSABT,Puri Bus Stand,37,Teisipur
51,Baramunda BSABT,Puri Bus Stand,38,Satasankha
51,Baramunda BSABT,Puri Bus Stand,39,Pattanaikia
51,Baramunda BSABT,Puri Bus Stand,40,Sakhigopal College
51,Baramunda BSABT,Puri Bus Stand,41,Sakhigopal
51,Baramunda BSABT,Puri Bus Stand,42,Chandanpur Bypass
51,Baramunda BSABT,Puri Bus Stand,43,Birapratap Pur
51,Baramunda BSABT,Puri Bus Stand,44,Birapratap Pur Bazar
51,Baramunda BSABT,Puri Bus Stand,45,Damodarpur Bazar
51,Baramunda BSABT,Puri Bus Stand,46,Chandanpur Bazar
51,Baramunda BSABT,Puri Bus Stand,47,Tulasi Chaura Chaka
51,Baramunda BSABT,Puri Bus Stand,48,Malatipatpur
51,Baramunda BSABT,Puri Bus Stand,49,Biraharekrushnapur
51,Baramunda BSABT,Puri Bus Stand,50,Bata Mangala
51,Baramunda BSABT,Puri Bus Stand,51,Athar Nala
51,Baramunda BSABT,Puri Bus Stand,52,Matiapada Square
51,Baramunda BSABT,Puri Bus Stand,53,Puri Bus Stand
52,Puri Bus Stand,Omkareshwar Temple,1,Puri Bus Stand
52,Puri Bus Stand,Omkareshwar Temple,2,Puri Railway Station
52,Puri Bus Stand,Omkareshwar Temple,3,Zila School
52,Puri Bus Stand,Omkareshwar Temple,4,Old Sadar P.S
52,Puri Bus Stand,Omkareshwar Temple,5,Wild Grass
52,Puri Bus Stand,Omkareshwar Temple,6,Subash Bose Square
52,Puri Bus Stand,Omkareshwar Temple,7,Collector Office
52,Puri Bus Stand,Omkareshwar Temple,8,Sea Beach Road
52,Puri Bus Stand,Omkareshwar Temple,9,Chaitanya Square
52,Puri Bus Stand,Omkareshwar Temple,10,Swarga Dwar
52,Puri Bus Stand,Omkareshwar Temple,11,Light House
52,Puri Bus Stand,Omkareshwar Temple,12,Bipad Tarini Temple
52,Puri Bus Stand,Omkareshwar Temple,13,Hotel Swosti Premium
52,Puri Bus Stand,Omkareshwar Temple,14,Sipasurubili Square
52,Puri Bus Stand,Omkareshwar Temple,15,Hotel Ananya
52,Puri Bus Stand,Omkareshwar Temple,16,Omkareshwar Temple
53,Malatipatpur Bus Stand,Shree Mandira,1,Malatipatpur Bus Stand
53,Malatipatpur Bus Stand,Shree Mandira,2,Biraharekrushnapur
53,Malatipatpur Bus Stand,Shree Mandira,3,Bata Mangala Temple
53,Malatipatpur Bus Stand,Shree Mandira,4,Athara Nala
53,Malatipatpur Bus Stand,Shree Mandira,5,Matiapada Square
53,Malatipatpur Bus Stand,Shree Mandira,6,Puri Bus Stand
53,Malatipatpur Bus Stand,Shree Mandira,7,Bholanath Vidyapith
53,Malatipatpur Bus Stand,Shree Mandira,8,Redcross Road
53,Malatipatpur Bus Stand,Shree Mandira,9,Medical Chhak
53,Malatipatpur Bus Stand,Shree Mandira,10,Municipality Market Sqr.
53,Malatipatpur Bus Stand,Shree Mandira,11,Shree Mandira
54,"NLU, Cuttack",Puri Bus Stand,1,NLU
54,"NLU, Cuttack",Puri Bus Stand,2,R.U (Mahanadi Campus)
54,"NLU, Cuttack",Puri Bus Stand,3,CDA Sector-13 Road-1
54,"NLU, Cuttack",Puri Bus Stand,4,CDA Sector-13
54,"NLU, Cuttack",Puri Bus Stand,5,Netaji Subhash Chhak
54,"NLU, Cuttack",Puri Bus Stand,6,Biju Patnaik Park (Cuttack)
54,"NLU, Cuttack",Puri Bus Stand,7,State Bank Square (CDA)
54,"NLU, Cuttack",Puri Bus Stand,8,Justice Square
54,"NLU, Cuttack",Puri Bus Stand,9,Saraswati Shisu Mandir
54,"NLU, Cuttack",Puri Bus Stand,10,Raj Kishor Marg
54,"NLU, Cuttack",Puri Bus Stand,11,CDA 9 Market Square
54,"NLU, Cuttack",Puri Bus Stand,12,CDA 6 Park
54,"NLU, Cuttack",Puri Bus Stand,13,Eye Hospital Square
54,"NLU, Cuttack",Puri Bus Stand,14,Sati Choura Square
54,"NLU, Cuttack",Puri Bus Stand,15,Dagarpada Road
54,"NLU, Cuttack",Puri Bus Stand,16,Judicial Academy
54,"NLU, Cuttack",Puri Bus Stand,17,Sishu Bhawan (Cuttack)
54,"NLU, Cuttack",Puri Bus Stand,18,High Court Road
54,"NLU, Cuttack",Puri Bus Stand,19,Cuttack Sai Temple
54,"NLU, Cuttack",Puri Bus Stand,20,Puri Ghat P.S.
54,"NLU, Cuttack",Puri Bus Stand,21,City College (Cuttack)
54,"NLU, Cuttack",Puri Bus Stand,22,CNBT
54,"NLU, Cuttack",Puri Bus Stand,23,Badambadi Square
54,"NLU, Cuttack",Puri Bus Stand,24,Badambadi Bus Stand
54,"NLU, Cuttack",Puri Bus Stand,25,Pala Mandap
54,"NLU, Cuttack",Puri Bus Stand,26,Arundoya Market
54,"NLU, Cuttack",Puri Bus Stand,27,Nishamani Talkies
54,"NLU, Cuttack",Puri Bus Stand,28,Link Road
54,"NLU, Cuttack",Puri Bus Stand,29,Khapuria Square
54,"NLU, Cuttack",Puri Bus Stand,30,Gopalpur Railway Station
54,"NLU, Cuttack",Puri Bus Stand,31,Balikuda
54,"NLU, Cuttack",Puri Bus Stand,32,Bhanpur
54,"NLU, Cuttack",Puri Bus Stand,33,Pratap Nagari
54,"NLU, Cuttack",Puri Bus Stand,34,Delta Gada
54,"NLU, Cuttack",Puri Bus Stand,35,Telenga Pentha
54,"NLU, Cuttack",Puri Bus Stand,36,Bamphakuda
54,"NLU, Cuttack",Puri Bus Stand,37,Nakhara Square
54,"NLU, Cuttack",Puri Bus Stand,38,Apex College
54,"NLU, Cuttack",Puri Bus Stand,39,Pahal
54,"NLU, Cuttack",Puri Bus Stand,40,Millenium City
54,"NLU, Cuttack",Puri Bus Stand,41,Utkal Heights
54,"NLU, Cuttack",Puri Bus Stand,42,Highway Honda
54,"NLU, Cuttack",Puri Bus Stand,43,Puri Canal Road
54,"NLU, Cuttack",Puri Bus Stand,44,Hanspal Square
54,"NLU, Cuttack",Puri Bus Stand,45,Hi-Tech Hospital Square
54,"NLU, Cuttack",Puri Bus Stand,46,Puri Bypass
54,"NLU, Cuttack",Puri Bus Stand,47,Pandra
54,"NLU, Cuttack",Puri Bus Stand,48,Mangraj Point (Kesora)
54,"NLU, Cuttack",Puri Bus Stand,49,SR Valley
54,"NLU, Cuttack",Puri Bus Stand,50,Sai Mandir
54,"NLU, Cuttack",Puri Bus Stand,51,Lingipur
54,"NLU, Cuttack",Puri Bus Stand,52,Dhauli Square
54,"NLU, Cuttack",Puri Bus Stand,53,Bali Sahi
54,"NLU, Cuttack",Puri Bus Stand,54,Uttara Square
54,"NLU, Cuttack",Puri Bus Stand,55,CIFA
54,"NLU, Cuttack",Puri Bus Stand,56,KEC
54,"NLU, Cuttack",Puri Bus Stand,57,Hi-Tech Heaven
54,"NLU, Cuttack",Puri Bus Stand,58,Pipili Bypass
54,"NLU, Cuttack",Puri Bus Stand,59,Pipili Over Bridge Square
54,"NLU, Cuttack",Puri Bus Stand,60,Dandamukundapur Bypass
54,"NLU, Cuttack",Puri Bus Stand,61,Mangalpur
54,"NLU, Cuttack",Puri Bus Stand,62,Teisipur
54,"NLU, Cuttack",Puri Bus Stand,63,Satasankha
54,"NLU, Cuttack",Puri Bus Stand,64,Pattanaikia
54,"NLU, Cuttack",Puri Bus Stand,65,Sakhigopal
54,"NLU, Cuttack",Puri Bus Stand,66,Chandanpur Bypass
54,"NLU, Cuttack",Puri Bus Stand,67,Birapratap Pur
54,"NLU, Cuttack",Puri Bus Stand,68,Birapratap Pur Bazar
54,"NLU, Cuttack",Puri Bus Stand,69,Damodarpur Bazar
54,"NLU, Cuttack",Puri Bus Stand,70,Chandanpur Bazar
54,"NLU, Cuttack",Puri Bus Stand,71,Tulasi Chaura Chaka
54,"NLU, Cuttack",Puri Bus Stand,72,Malatipatpur
54,"NLU, Cuttack",Puri Bus Stand,73,Biraharekrushnapur
54,"NLU, Cuttack",Puri Bus Stand,74,Bata Mangala Temple
54,"NLU, Cuttack",Puri Bus Stand,75,Athara Nala
54,"NLU, Cuttack",Puri Bus Stand,76,Matiapada Square
